,comp_name,description,business_model,customer,keywords,stage,total_funding,num_investors,date_founded,location,employees,website
98,apartool,"Apartool is the online global provider of mid-term serviced apartments for Business Travelers Apartool, through its renewed platform, allows you to book more than 100,000 Apartool Homes for rent and monthly payment throughout the world. All of them fully furnished and with supplies, Wi-Fi and a weekly cleaning included.",Marketplace,,Traveltech & LeisureCloud & Edge ComputingBusiness Services & Software Ecommerce Sustainable mobility Proptech  Pre-seed,Pre-seed,,, 2015,,0,http://startupshub.catalonia.com
99,apartum,Apartum: Compare vacation rental prices from the best sites and save up to 60%.,Advertising,,Traveltech & LeisureAI & Big Data Series A,Series A,,, 2013,,8,http://startupshub.catalonia.com
100,apisearch,Search as a Service for e-commerce companies.,"Saas, Subscription",,EcommerceCloud & Edge Computing Pre-seed,Pre-seed,,, 2021,,3,http://startupshub.catalonia.com
101,apolo analytics,"Apolo software is constantly analyzing data traffic and compares it with big data information about cybernetic attacks. Moreover, creates feedback from information is receiving so it is able to take decisions if any variation of this traffic occurs. Apolo brings companies to top level of cybersecurity protection.","Consultancy & Agency, Saas, Software licence",,Business Services & SoftwareAI & Big Data Pre-seed,Pre-seed,,, 2020,,5,http://startupshub.catalonia.com
102,app&town,"Create innovative services which add value to society. Mass Factory develops systems based on mobile apps with geolocation and on the cloud processing to improve the mobility, the access to information and the social inclusion of everybody. Mass Factory fulfills Universal Design principles for easing the access to new technologies and new services to every kind of collective.","Consultancy & Agency, Marketplace, Saas, Software licence",,Sustainable mobilityCloud & Edge ComputingICT & Mobile AR/VR AI & Big Data IoT & Sensors  Series A,Series A,,, 2012,,6,http://startupshub.catalonia.com
103,appnps,"The company's purpose is to research, study and develop nanoparticles and their applications. This includes design, production and characterization of nanoparticles, consultancy activities and dissemination, as well as training and education in nanoscience, nanotechnology, and related areas.  AppNP's core project  is the commercial exploitation of a patent based on the use of  safe and sustainable engineered iron oxide nanoparticles additive for enhanced biogas production, named BioGAS+.","Development & Manufacturing, Marketplace, R+D+I Services",,Green & EnergytechFrontier materialsEdtech  Pre-seed,Pre-seed,,, 2013,,2,http://startupshub.catalonia.com
104,apparattum,Enginyeria de producte IoT a mida per a empreses. Des del prototipatge fins a la industrialització. Disseny i desenvolupament electrònic i mecànic. Desenvolupament de firmware. Disseny i desenvolupament de software i app. Prototipatge . Gestió de proveïdors i fabricació Taller d?ensamblatge. Gestió de motlles. Certificacions de producte. Assessors acreditats d?ACCIÓ,"Ecommerce & Trade, Others",,HardwareIoT & SensorsHealthtech Proptech Traveltech & Leisure AI & Big Data  Series B,Series B,,, 2020,,7,http://startupshub.catalonia.com
105,appclon,Appclon is a smart and fast way to build your app. Simply clone a successful one,,,ICT & MobileNo technology assigned Undisclosed Funding,-,,, 2017,,0,http://startupshub.catalonia.com
106,appfutura,AppFutura is a community for mobile app developers in which they can meet customers looking for someone to develop an app project.,"Advertising, Marketplace",,ICT & MobileCloud & Edge Computing Seed,Seed,,, 2014,,5,http://startupshub.catalonia.com
107,appnormals team,"Appnormals Team is an indie developer that started crafting mobile games because of their passion for pixel art and love for old school games. Appnormals intends to make out-of-the-box videogames with original mechanics, a sense of humour and a beautiful retro look and feel.",Development & Manufacturing,,GamingCloud & Edge Computing Seed,Seed,,, 2016,,2,http://startupshub.catalonia.com
108,apptimiza,"iRCP of APPTIMIZA is a  medical software development company. It optimizes, facilitates and simplifies the work of professionals through their mobile device. It develops medical applications for Emergencies.","Development & Manufacturing, Marketplace, R+D+I Services",,HealthtechAutomation Pre-seed,Pre-seed,,, 2012,,2,http://startupshub.catalonia.com
109,aprop online,Construim i implantem plataformes On-Line per afavorir la venda en linia dels productes de proximitat del comerç local de cada municipi.  Ajudem als comerços a fer el pas cap a la digitalització.,"Marketplace, Saas",,Digital Content & MediaCloud & Edge ComputingBusiness Services & Software Ecommerce Logistic Tech  Series A,Series A,,, 2019,,0,http://startupshub.catalonia.com
110,aptadel therapeutics,Aptadel Therapeutics is a biotech company focused on the development of cancer treatment based on aptamer technology,,,HealthtechOmic Sciences Series B,Series B,,, 2020,,2,http://startupshub.catalonia.com
111,aqtiva,Aqtiva is the first 'intake data quality' platform on the market. It is open to any database technology. It is scalable and non-invasive. It is applicable to both Real Time / Near Real Time and Batch processes.,Saas,,Business Services & SoftwareAI & Big DataIoT & Sensors  Undisclosed Funding,-,,, 2020,,21,http://startupshub.catalonia.com
112,aquí tu reforma,We are selecting housing reform entrepreneurs who are decided to grow their business and be part of the housing renovation revolution.,"Consultancy & Agency, Saas",,ProptechAutomation Series A,Series A,,, 2018,,9,http://startupshub.catalonia.com
113,arbolus,Arbolus is a professional networking platform designed to help businesses and professionals work together.,Subscription,,ICT & MobileAI & Big Data Series C,Series C,,, 2019,,20,http://startupshub.catalonia.com
114,arspect,Rent art online for hotels and enterprises.,,,Fashion & DesignAR/VR Pre-seed,Pre-seed,,, 2019,,4,http://startupshub.catalonia.com
115,artest,"Artest is a web platform for personalized online concerts via streaming. In this platform, musicians (artists) will be able to transmit and monetize their concerts in a secure way, in two modalities: private concerts (from musician to spectator) or mass concerts (concerts of up to 10,000 spectators), thus being able to create, manage and monetize their own concerts.","Marketplace, Saas",,Digital Content & MediaConnectivity Undisclosed Funding,-,,, 2021,,3,http://startupshub.catalonia.com
116,artesta,Artesta Store is an online platform specialized in home decor that sells wall art and posters. We address ourselves to everybody who wants to get a special touch to their decor homes.,"Marketplace, Software licence",,Fashion & DesignAI & Big Data Undisclosed Funding,-,,, 2019,,0,http://startupshub.catalonia.com
117,artificial intelligence,"Built and commercialization of artificial intelligence products & solutions in SaaS model (cloud & edge) for different sectors (manufacturing, energy&utilities, financial services, foodtech, ...). High specialization in deep learning technologies applied to image&video recognition. Main partnerships with Google (cloud) and NVIDIA (edge). Customers in several sectors and countries. Own AI platform.",Development & Manufacturing,,Business Services & SoftwareAI & Big DataFintech Foodtech ICT & Mobile Legaltech Logistic Tech Robotics & Collaborative Robotics IoT & Sensors Cloud & Edge Computing  Seed,Seed,,, 2011,,15,http://startupshub.catalonia.com
118,"ascidea, bioinnove","Genomic data generation and computational interpretation services for R&D and preventive medicine. Special focus on health prevention and wellness improvement through DNA-based personalized treatments (nutrition, personal training and cosmetics).","Ecommerce & Trade, R+D+I Services, Saas, Subscription",,HealthtechOmic SciencesCloud & Edge Computing  Seed,Seed,,, 2011,,6,http://startupshub.catalonia.com
119,ascil biopharm,"Ascil Biopharm develops develop proprietary miniaturized injectable and locally acting therapeutics with advanced drug delivery systems (DDS) formulations and medical devices to enhance the safety, effectiveness and convenience of administration of drugs for chronic high burden diseases.  The company , led by Roland Chérif-Cheikh*, pioneer in commercial  therapeutic peptides delivery, has  built a pipeline of  products  to sustain both partners and client's business  with its unique platform .","Consultancy & Agency, Development & Manufacturing, R+D+I Services",,HealthtechBioengineering & Regenerative medicineAdditive manufacturing Frontier materials Omic Sciences  Series B,Series B,,, 2012,,24,http://startupshub.catalonia.com
120,assembler institute of technology,"They offer masters and executive programs based 100% on real projects, designed by programmers and CTOs to train quality programmers.",Development & Manufacturing,,EdtechCybersecurity Pre-seed,Pre-seed,,, 2019,,0,http://startupshub.catalonia.com
